STORE_NBR,SALES_SCORE,CUSTOMER_SCORE,FINAL_SCORE
226,656.6341266116635,46.79280393830667,351.7134652749851
88,548.8429006739079,41.88252398383607,295.362712328872
237,548.1447430203639,42.16419088198836,295.1544669511761
165,538.6576796637961,40.15099041300069,289.4043350383984
58,534.3253827098104,41.189551832985536,287.75746727139796
4,530.4397787711857,39.13789493665749,284.7888368539216
203,517.5872226197047,38.89631444370969,278.2417685317072
40,512.0267968206873,40.42031162676953,276.2235542237284
199,496.90812510302146,37.54222222879274,267.2251736659071
72,487.17057734086626,36.0772783854592,261.62392786316275
26,483.3996575887535,37.451154516109966,260.42540605243175
181,477.52560446795366,37.13120967098416,257.3284070694689
130,467.9737913646358,37.950272398290466,252.96203188146313
217,472.46253102006506,33.38033896013809,252.92143499010157
81,468.82701121014793,35.84609968652439,252.33655544833616
238,466.4950454787623,36.01864828817929,251.25684688347079
261,464.0052749779425,36.553909364275356,250.27959217110893
201,463.8231173993623,36.63669713310482,250.22990726623354
123,457.4042706055646,35.50231972841033,246.45329516698746
210,452.41304038853883,34.00288262829261,243.20796150841574
95,451.1158679879792,34.97755367913462,243.04671083355692
125,450.5084667749239,35.14421608165459,242.82634142828923
75,447.0609100080048,31.990346562054288,239.52562828502954
250,432.6304218793504,34.09595629920828,233.36318908927936
59,430.17583138053254,33.511399034932346,231.84361520773246
194,429.52294797144754,33.58745487190505,231.5552014216763
153,428.744439111679,32.79063478510699,230.767536948393
231,428.1249400060877,33.28734954171406,230.70614477390086
60,427.9647318612486,30.678401263595536,229.32156656242208
216,422.08734576621197,34.99525394795505,228.54129985708352
65,421.6132903678955,32.12817288472121,226.87073162630836
49,418.817032793028,30.52690921556643,224.6719710042972
3,416.6283218182613,32.20281800161195,224.41556990993664
93,409.3799553444531,36.28198418111428,222.8309697627837
154,405.1516776788659,32.602567059374444,218.87712236912017
156,398.01741569678177,36.3970679037066,217.2072418002442
7,400.93877131203004,31.058797374792036,215.99878434341105
43,395.86171348892356,34.41679839561878,215.13925594227118
213,392.34056285677315,34.938785409946696,213.63967413335993
166,387.8970622754234,34.57787662558172,211.23746945050257
36,391.83368702469085,29.39569469654727,210.61469086061905
79,388.9135053490852,31.559682056160465,210.23659370262283
152,384.13898261074166,33.579608558521066,208.85929558463135
94,376.50646193843625,32.706181395630324,204.60632166703328
133,374.59755057807143,34.29592024718182,204.44673541262662
128,374.80271988919304,33.263008123747305,204.03286400647016
230,374.14810789396796,33.11480342750678,203.63145566073737
80,375.11156686837563,30.549293694411787,202.83043028139372
63,370.60906103397775,34.15991393770962,202.3844874858437
168,372.0349610968525,32.6533270543389,202.3441440755957
100,365.7714446901086,31.917696416850088,198.84457055347934
259,362.887830411015,31.977117786265744,197.43247409864037
119,364.7052607734348,28.277347589907034,196.49130418167093
175,362.2908274609382,28.646170025281855,195.46849874311002
137,356.33579146984727,32.54583765682645,194.44081456333686
223,354.7349421306656,34.01925144352412,194.37709678709487
270,357.225572354534,31.005799021575747,194.11568568805487
69,354.3901706137693,33.72206942977532,194.05612002177233
179,357.87243516054906,29.17562324185264,193.52402920120085
33,354.686850097159,32.15966149861233,193.42325579788564
269,354.52070625495486,31.69142517088652,193.1060657129207
71,352.42133869700746,30.94883691975936,191.6850878083834
114,349.9337532699631,31.394892783648263,190.6643230268057
106,349.1074989193593,31.97944624797648,190.54347258366786
157,345.98937518352807,32.00871547541844,188.99904532947326
178,346.28647970044307,30.70830546626906,188.49739258335606
112,346.00752049856555,30.898607192363546,188.45306384546456
257,340.81960651594835,31.9640944690921,186.39185049252023
55,340.4880377814788,29.873691842470247,185.18086481197452
232,336.59104927647576,29.90875497334577,183.24990212491076
113,337.72429334671904,28.59353113708435,183.1589122419017
221,331.68358530561943,29.80158244743609,180.74258387652776
62,331.8176110940623,29.561470317751713,180.689540705907
227,331.0212862478033,29.330958443064503,180.1761223454339
10,330.52642437790234,29.484660261117078,180.00554231950971
138,329.9931272718722,29.661132679611224,179.8271299757417
160,329.501687264027,29.71310480461374,179.60739603432037
184,329.54800634491284,27.945597145373952,178.7468017451434
155,329.10710364336927,28.270731248524648,178.68891744594697
164,327.9288921690569,29.273910540905145,178.60140135498102
102,327.36744030074146,28.959450640663167,178.16344547070233
180,325.97046861243376,29.123461363990643,177.5469649882122
97,325.9398013928313,29.146734373098532,177.54326788296493
109,324.14655519221617,28.727396074876516,176.43697563354635
105,322.221611317687,28.94927549162743,175.5854434046572
236,321.54321194529297,27.712946776278628,174.6280793607858
30,321.36420154546545,27.787852911461908,174.5760272284637
91,323.52777283470914,24.262861081039237,173.8953169578742
57,317.712181638178,28.877308512422726,173.29474507530034
196,316.3162550048608,28.313951907937252,172.31510345639902
13,315.2804617652694,29.263757268185877,172.27210951672765
86,315.6415847110612,28.294919113883605,171.96825191247243
207,313.2268880070171,28.720290362584638,170.9735891848009
48,315.31396429583435,26.6067649876319,170.96036464173312
172,315.067489925406,26.587460462426062,170.82747519391603
225,313.4771673650526,28.150991876432155,170.81407962074238
23,314.4875473889426,26.836315539373622,170.6619314641581
39,313.17645933972386,27.87489264159292,170.52567599065839
32,312.7115864517279,26.047538500797312,169.3795624762626
122,309.3763232648256,28.203448849130314,168.78988605697796
116,308.16897666045423,27.132811299875257,167.65089398016474
67,306.2988150582976,28.725973216412193,167.51239413735487
104,307.77408663883324,26.625387040208825,167.19973683952102
247,305.32733232360715,27.54662575552125,166.4369790395642
222,305.4530271582684,25.826796251186412,165.6399117047274
191,303.9713843178209,27.05581311740811,165.51359871761449
229,303.6476712397255,27.029012697632798,165.33834196867917
101,302.9857705549527,27.39769377414726,165.19173216455
162,297.92915578333583,27.98714576562929,162.95815077448256
70,295.6035246929324,26.17271797679311,160.88812133486277
183,293.56375075977843,26.024758643412458,159.79425470159543
271,290.61345793818674,25.22410024482401,157.91877909150537
219,289.659496338093,25.709945803625235,157.68472107085913
83,288.7097662252113,26.377971906545962,157.54386906587862
118,287.4061397035768,26.845124293981062,157.12563199877894
5,288.56610241830657,25.32818639819776,156.94714440825217
209,288.63619971825267,25.045769604132882,156.84098466119278
129,286.6378258323353,24.279466677232723,155.45864625478401
190,283.8763429060208,25.722929588142723,154.79963624708176
15,284.6726910384021,24.6636843628447,154.6681877006234
147,285.17743130101314,24.10010478585637,154.63876804343477
107,281.9794415776744,25.05374600801318,153.5165937928438
241,282.44319307701875,24.524463112309487,153.48382809466412
45,280.2854917043623,25.235875942959527,152.7606838236609
110,277.6297629302511,25.828704902765125,151.72923391650812
28,276.5130822524114,25.966812854370218,151.2399475533908
78,268.9718726204813,24.016888513377854,146.49438056692958
19,267.20389260170464,22.468987712684353,144.8364401571945
24,261.7909438701875,23.21594242040383,142.50344314529568
262,261.5667827729944,22.47411231535113,142.02044754417275
208,251.641571263206,22.013763714793775,136.82766748899988
148,241.51019605049268,27.36310394796032,134.4366499992265
144,243.54767377486533,21.790576934653856,132.6691253547596
212,239.36773383437077,20.66836861151283,130.0180512229418
56,238.23654630288846,20.721691320456994,129.47911881167272
246,132.09217292807904,6.2475644232568195,69.16986867566793
200,129.8586731911066,6.938889248931965,68.39878122001927
202,130.91748481457068,5.25834394021835,68.08791437739451
99,113.50791142442267,19.17775612488899,66.34283377465583
177,111.67890596800365,18.569842828917693,65.12437439846067
198,110.19402937101019,19.472654354227988,64.8333418626191
146,109.92646564877518,19.284196223967566,64.60533093637137
140,110.5606170289634,18.625678328495983,64.5931476787297
42,109.6601318102875,18.633453153856816,64.14679248207216
267,109.77188569337301,18.247073011870736,64.00947935262187
159,108.82774390887607,18.741487758524677,63.78461583370037
242,122.81081068575341,4.678324567967898,63.74456762686066
244,108.14131499125043,18.943335208890986,63.542325100070705
258,107.81741064885816,19.155714869872877,63.48656275936552
263,108.16082326313312,18.682986884851825,63.42190507399248
224,107.6527058372136,18.792499163364546,63.22260250028907
235,121.64369886741214,4.6133509408942315,63.12852490415319
139,106.80826226082057,18.540926601787664,62.674594431304115
135,106.03209742178677,18.277920941107098,62.155009181446935
158,105.93105457966527,18.06419957456821,61.99762707711674
