STORE_NBR,CORRELATION
159,0.9031855640409739
204,0.8857742184398644
134,0.8642934799118709
1,0.8136360477843859
253,0.8118377088858145
91,0.7766884325698742
61,0.7489285600331819
178,0.7318567026263824
188,0.7167524780604361
161,0.7065810689876707
14,0.6985569169586251
212,0.6768650639515265
163,0.6746937809946708
240,0.6690801397100044
7,0.6496569472073126
106,0.6447244176207254
125,0.6241089839337521
228,0.6158448308501745
225,0.6149538445705628
155,0.6007712749346399
187,0.5990757915995837
79,0.5769601216285712
140,0.5755397345189528
10,0.5702477775001076
86,0.5344231533930563
167,0.5197156995634343
223,0.5117167844280756
203,0.5080014623614217
113,0.4957630545079048
201,0.49273498402222726
222,0.4787832918882688
171,0.471324052748138
102,0.4617204820325111
136,0.4594086702196717
145,0.4503999062067982
69,0.45002866235685596
99,0.4440934794357622
150,0.432370899267533
123,0.399761007849132
198,0.39768864835475337
46,0.358293757130858
78,0.350531963265664
229,0.3497337781464225
217,0.3470410319103635
213,0.34424529556979866
190,0.34401284564671514
62,0.3437689056565522
182,0.3436014519831066
248,0.3312005263620207
97,0.32459186850921307
132,0.31393162751217946
257,0.3117893401737513
109,0.3105614977990664
237,0.30847922173190434
26,0.3000088016622015
41,0.2903194446905218
208,0.26748664237526365
260,0.26280035508079974
245,0.25901162485384777
124,0.25703663022702783
259,0.25551789119155655
232,0.2429077552766048
128,0.23773061754083338
103,0.23552272224302667
32,0.2342994369358987
6,0.23339638107781302
138,0.23268445146394093
56,0.22901078185255203
116,0.22866789257965603
28,0.22466502820885412
246,0.21143201431416392
75,0.20500930162517245
93,0.20386271659867042
186,0.19528965713636665
5,0.19033025133500012
24,0.18240206525088917
200,0.17872060382593608
25,0.17571855729400174
169,0.17249673323366002
35,0.1508009102452369
13,0.14577925828965696
234,0.1431678172008282
64,0.14098278670954817
157,0.13676175389869755
47,0.13586757399258656
160,0.1301440388361975
81,0.1278702306966514
192,0.12689784471934593
153,0.12400544504181447
58,0.1228095800935755
95,0.11951305072946009
267,0.11160622938416549
36,0.107818536439756
114,0.10362637235496296
258,0.0874934183908525
177,0.08407393837738275
231,0.07951055898641918
9,0.07379489853729924
220,0.06962003844537056
29,0.06960592704513933
255,0.05085506801558038
226,0.050672338615957824
238,0.04869861996577372
101,0.046024203110324007
38,0.03958842532844949
170,0.02726248762405572
127,0.022193807721010102
55,0.017359070628295822
262,0.008825994812457279
194,0.008321184251801778
137,0.005057888074937379
162,2.9801445018870525e-4
21,-0.003953077575035211
202,-0.0076976591477690365
207,-0.012693612837617826
22,-0.01678447746890536
268,-0.021428757697577187
51,-0.02974016955715752
244,-0.0421407431923681
94,-0.04935824154106047
49,-0.049997027729083474
251,-0.0535648956647204
119,-0.057878804310412715
89,-0.06352867143239359
2,-0.06792668340878319
53,-0.06948769005611641
147,-0.07271215259164714
233,-0.07281173948191703
266,-0.07407829052792347
249,-0.07875072807238412
16,-0.08203411379303904
98,-0.09158557630978138
172,-0.09579417273901152
80,-0.09691485653152396
243,-0.0979022472732187
126,-0.09820269990379964
158,-0.09918457594675958
271,-0.1030374468322548
242,-0.10452679653328492
39,-0.11067213761850093
12,-0.11158005025426171
77,-0.1141986521841419
54,-0.11718432330288829
247,-0.12217429394146781
216,-0.12261546493667333
148,-0.12416579525597779
195,-0.13781659318909736
70,-0.13935473604914636
20,-0.1396391328973514
108,-0.1410010907245159
18,-0.14233000519029462
176,-0.1453024330648885
30,-0.14772350853445773
40,-0.14785140846722267
219,-0.14983214679480375
17,-0.15292852723701014
181,-0.1534339986927089
121,-0.1598892674297855
122,-0.16229284939268687
60,-0.1629572983898507
74,-0.16589151929319018
265,-0.16962293291855912
269,-0.17257761426505577
50,-0.18261019448891397
224,-0.20147743566038523
254,-0.2040254791952582
27,-0.2046676446973509
129,-0.20737896011243095
83,-0.21094814671514717
66,-0.21570322361205774
131,-0.21791270411100477
241,-0.22243488075714407
59,-0.226487184396276
191,-0.22790479909521374
179,-0.23603701696709672
105,-0.23925908047095865
168,-0.24800040665012163
152,-0.25109458887633096
43,-0.25371879130856645
263,-0.27396945833831665
210,-0.28308016712787804
214,-0.28474916961204333
166,-0.2853217897709956
120,-0.2894058829902443
189,-0.29348835387846334
73,-0.3075171538689584
151,-0.31828134933311153
71,-0.3265296634773343
250,-0.3291775933040491
57,-0.33209764772288286
111,-0.3328020613468832
87,-0.33331020121641836
15,-0.3356210459692444
144,-0.33753249658657253
149,-0.3384368520691812
34,-0.3530748140489287
209,-0.35889809151394353
84,-0.359648833399052
236,-0.3647402327985442
115,-0.36517674551322155
197,-0.3672961213738432
68,-0.3695763496713764
96,-0.3755698243653592
139,-0.3799019868991613
82,-0.38413897294616417
256,-0.39654074869347233
112,-0.3969145030017636
